appid,name,release_date,achievements,categories,windows,mac,linux,developer,dlc_count,languages,required_age,price,short_description,players_now,reviews_positive,reviews_negative
108600,Project Zomboid,"Nov 8, 2013",0,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;39:Shared/Split Screen Co-op;24:Shared/Split Screen;27:Cross-Platform Multiplayer;29:Steam Trading Cards;30:Steam Workshop;18:Partial Controller Support;44:Remote Play Together;62:Family Sharing,True,True,True,The Indie Stone,0,English;French;Italian;German;Spanish - Spain;Danish;Dutch;Hungarian;Norwegian;Polish;Portuguese - Portugal;Russian;Turkish;Japanese;Simplified Chinese;Portuguese - Brazil;Finnish;Korean;Thai;Traditional Chinese;Ukrainian,0,19.99,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite..",12483.0,294954,16787
250900,The Binding of Isaac: Rebirth,"Nov 4, 2014",641,2:Single-player;1:Multi-player;24:Shared/Split Screen;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;43:Remote Play on TV;44:Remote Play Together;62:Family Sharing,True,True,True,"Nicalis, Inc.",5,English**languages with full audio support,0,14.99,"The Binding of Isaac: Rebirth is a randomly generated action RPG shooter with heavy Rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.",11973.0,323039,8958
431960,Wallpaper Engine,"Nov 16, 2018",17,22:Steam Achievements;29:Steam Trading Cards;51:Steam Workshop;30:Steam Workshop;17:Includes level editor,True,False,False,Wallpaper Engine Team,1,English;German;Simplified Chinese;Polish;Portuguese - Brazil;French;Italian;Spanish - Spain;Finnish;Japanese;Korean;Swedish;Thai;Traditional Chinese;Turkish;Portuguese - Portugal;Russian;Danish;Czech;Arabic;Ukrainian;Indonesian;Persian,0,4.99,Use stunning live wallpapers on your desktop. Animate your own images to create new wallpapers or import videos/websites and share them on the Steam Workshop!,86898.0,854820,16964
2437170,SMITE 2,"Aug 27, 2024",27,1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;35:In-App Purchases,True,False,False,Titan Forge Games,0,English*;French;German;Japanese;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Turkish;Spanish - Latin America;Ukrainian*languages with full audio support,0,0.0,"Become a god and wage war in SMITE 2, the free-to-play Unreal Engine 5-powered sequel to the legendary third-person action MOBA. If you love challenging competition, intense action, ability-driven combat, rewarding teamwork, or godly mythology, you’ll see why 40+ million players love SMITE.",1892.0,4646,2521
805550,Assetto Corsa Competizione,"May 29, 2019",0,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;47:LAN PvP;53:VR Supported;18:Partial Controller Support;62:Family Sharing,True,False,False,Kunos Simulazioni,9,English*;Italian;French;German;Spanish - Spain;Simplified Chinese;Traditional Chinese;Korean;Japanese;Polish;Portuguese - Portugal;Russian*languages with full audio support,0,9.99,"Assetto Corsa Competizione, the official GT World Challenge videogame. Thanks to the extraordinary quality of simulation, you will experience the atmosphere of the GT3 championship. Compete against official drivers, teams, cars and official circuits reproduced to the highest quality ever seen.",1404.0,26720,2108
3124340,Demeo x Dungeons & Dragons: Battlemarked,"Nov 20, 2025",32,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;52:Tracked Controller Support;53:VR Supported;62:Family Sharing,True,True,False,Resolution Games,0,English*;French;German;Japanese;Korean;Spanish - Latin America;Spanish - Spain*languages with full audio support,0,29.99,"A cooperative tactical RPG set in the D&amp;D universe. Embark on a fantasy tabletop adventure. Your quest, on your schedule.",219.0,283,82
686810,Hell Let Loose,"Jul 27, 2021",195,1:Multi-player;49:PvP;36:Online PvP;22:Steam Achievements;18:Partial Controller Support;62:Family Sharing,True,False,False,Expression Games,29,English;French;German;Spanish - Spain;Russian;Simplified Chinese;Polish;Portuguese - Brazil;Traditional Chinese;Korean;Japanese,0,12.49,"Join the ever expanding experience of Hell Let Loose - a hardcore World War Two first person shooter with epic battles of 100 players with infantry, tanks, artillery, a dynamically shifting front line and a unique resource based RTS-inspired meta-game.",1592.0,78791,14892
949230,Cities: Skylines II,"Oct 24, 2023",44,2:Single-player;22:Steam Achievements;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,False,False,Colossal Order Ltd.,17,English;French;Italian;German;Japanese;Korean;Polish;Russian;Simplified Chinese;Portuguese - Brazil;Traditional Chinese;Spanish - Spain,0,49.99,"Raise a city from the ground up and transform it into a thriving metropolis with the most realistic city builder ever. Push your creativity and problem-solving to build on a scale you've never experienced. With deep simulation and a living economy, this is world-building without limits.",7325.0,29959,26049
1240440,Halo Infinite,"Nov 15, 2021",144,1:Multi-player;49:PvP;36:Online PvP;47:LAN PvP;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;35:In-App Purchases;23:Steam Cloud;17:Includes level editor;43:Remote Play on TV,True,False,False,343 Industries,1,English*;French*;Italian*;German*;Spanish - Spain*;Dutch;Japanese*;Korean*;Polish;Portuguese - Brazil*;Russian*;Simplified Chinese*;Spanish - Latin America*;Traditional Chinese*;Danish;Finnish;Norwegian;Portuguese - Portugal*languages with full audio support,0,0.0,"From one of gaming's most iconic sagas, Halo is bigger than ever. Featuring an expansive open-world campaign and a dynamic free to play multiplayer experience. ",1023.0,22968,10576
204360,Castle Crashers®,"Sep 26, 2012",12,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;37:Shared/Split Screen PvP;9:Co-op;38:Online Co-op;39:Shared/Split Screen Co-op;24:Shared/Split Screen;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;30:Steam Workshop;68:Custom Volume Controls;69:Stereo Sound;23:Steam Cloud;25:Steam Leaderboards;41:Remote Play on Phone;42:Remote Play on Tablet;43:Remote Play on TV;44:Remote Play Together;62:Family Sharing,True,True,False,The Behemoth,3,English*;German;French;Italian;Korean;Spanish - Spain;Simplified Chinese;Traditional Chinese;Japanese;Portuguese - Portugal;Russian*languages with full audio support,0,4.49,"Hack, slash, and smash your way to victory in this award winning 2D arcade adventure from The Behemoth!",576.0,98310,3764
292730,Call of Duty®: Infinite Warfare,"Nov 3, 2016",88,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;8:Valve Anti-Cheat enabled;43:Remote Play on TV;62:Family Sharing,True,False,False,Infinity Ward,6,English*;French*;Italian*;German*;Spanish - Spain*;Japanese;Korean;Polish*;Portuguese - Brazil*;Russian*;Simplified Chinese;Traditional Chinese*languages with full audio support,17,19.79,"Infinite Warfare delivers three unique game modes: Campaign, Multiplayer, and Zombies.",237.0,10322,6046
1142710,Total War: WARHAMMER III,"Feb 16, 2022",138,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;47:LAN PvP;9:Co-op;38:Online Co-op;48:LAN Co-op;22:Steam Achievements;29:Steam Trading Cards;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,True,True,CREATIVE ASSEMBLY,31,English*;French;Italian;German;Spanish - Spain;Czech;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Traditional Chinese;Turkish*languages with full audio support,0,59.99,"The cataclysmic conclusion to the Total War: WARHAMMER trilogy is here. Rally your forces and step into the Realm of Chaos, a dimension of mind-bending horror where the very fate of the world will be decided. Will you conquer your Daemons… or command them?",13426.0,64057,29238
356190,Middle-earth™: Shadow of War™,"Oct 9, 2017",72,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;35:In-App Purchases;23:Steam Cloud;62:Family Sharing,True,False,False,Monolith Productions,8,English*;French*;Italian*;German*;Spanish - Spain*;Japanese*;Polish;Portuguese - Brazil*;Russian;Arabic;Korean;Simplified Chinese;Traditional Chinese*languages with full audio support,17,4.99,"Experience an epic open-world brought to life by the award-winning Nemesis System. Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth™: Shadow of War™.",1514.0,73610,9364
1971650,OCTOPATH TRAVELER II,"Feb 24, 2023",33,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;62:Family Sharing,True,False,False,Square Enix,0,English*;French;Italian;German;Spanish - Spain;Japanese*;Korean;Simplified Chinese;Traditional Chinese*languages with full audio support,0,23.99,"This game is a brand-new entry in the OCTOPATH TRAVELER series, the first installment of which was initially released in 2018 and sold over 3 million copies worldwide.",917.0,11210,701
1332010,Stray,"Jul 19, 2022",24,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;43:Remote Play on TV;62:Family Sharing,True,True,False,BlueTwelve Studio,1,English;French;Italian;German;Spanish - Spain;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Spanish - Latin America;Traditional Chinese;Turkish;Dutch;Portuguese - Portugal,0,17.99,"Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find their way home.",316.0,141569,4010
1343400,RuneScape ®,"Oct 14, 2020",20,1:Multi-player;20:MMO;27:Cross-Platform Multiplayer;22:Steam Achievements;35:In-App Purchases;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;79:Save Anytime;65:Subtitle Options;77:Touch Only Option,True,True,False,Jagex Ltd,11,English;French;German;Portuguese - Brazil,0,0.0,"RuneScape is a high fantasy open world MMORPG. Explore an ever changing and evolving living world where new challenges, skills, and quests await. Featuring unprecedented player freedom, you choose how to play, adventure, and grow.",1415.0,73,11
1757300,Jump Space,"Sep 19, 2025",12,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,False,False,Keepsake Games,1,English*;French;German;Spanish - Spain;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Swedish;Japanese;Ukrainian*languages with full audio support,0,19.99,"Jump Space (formerly Jump Ship) is a mission based co-op PvE for 1-4 players, where you are the crew of a spaceship. Transition seamlessly from crewing the ship to on-foot exploration and space walks. Explore, upgrade, and survive intense encounters in deep space together.",216.0,5968,859
799960,Wizard101,"Sep 6, 2018",0,1:Multi-player;20:MMO;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;35:In-App Purchases;18:Partial Controller Support,True,False,False,KingsIsle Entertainment,2,English*;French;German;Spanish - Spain*languages with full audio support,0,0.0,"Unleash your inner magic and prepare to unravel the mysteries surrounding a death professor gone rogue. Darkness threatens to engulf the Spiral as you master powerful spells, explore over 22 whimsical worlds, and team-up with friends in this nostalgic wizard turn-based deckbuilding MMORPG.",400.0,0,0
3314790,CloverPit,"Sep 26, 2025",30,2:Single-player;22:Steam Achievements;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,False,False,Panik Arcade,0,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Russian;Simplified Chinese*languages with full audio support,0,9.99,A rogue-lite slot machine nightmare. Gamble for your life in a never-ending debt simulator!,2110.0,14050,1623
2508780,STORY OF SEASONS: Grand Bazaar,"Aug 27, 2025",40,2:Single-player;22:Steam Achievements;29:Steam Trading Cards;18:Partial Controller Support;23:Steam Cloud;62:Family Sharing,True,False,False,Marvelous Inc.,3,English*;French;German;Spanish - Spain;Japanese*;Simplified Chinese;Traditional Chinese*languages with full audio support,0,39.99,"Searching for a peaceful farm life, a fresh mountain breeze, and your own market stall? Look no further than the friendly community of Zephyr Town! Here you’ll grow crops and raise animals, get to know the locals, and sell your wares at the town's bazaar to restore it to its former glory.",1275.0,2130,143
2561580,Horizon Zero Dawn™ Remastered,"Oct 31, 2024",79,2:Single-player;22:Steam Achievements;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,False,False,Guerrilla Games,0,English*;French*;Italian*;German*;Spanish - Spain*;Arabic*;Danish;Dutch;Finnish;Japanese;Korean;Norwegian;Polish*;Portuguese - Brazil*;Portuguese - Portugal*;Russian*;Simplified Chinese;Spanish - Latin America*;Swedish;Traditional Chinese*languages with full audio support,13,29.99,"Experience the critically acclaimed Horizon Zero Dawn™ with stunning new visuals and upgraded features. In a far future where colossal machines roam the Earth, pockets of humanity survive in unique tribes among the lush, overgrown ruins of our long-lost civilization.",583.0,3705,812
1392860,Little Nightmares III,"Oct 9, 2025",32,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;75:Keyboard Only Option;74:Playable without Timed Input;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,False,False,Supermassive Games,6,English;French;Italian;German;Spanish - Spain;Arabic;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Traditional Chinese;Spanish - Latin America;Indonesian;Thai,0,31.99,"Little Nightmares III is an atmospheric adventure game in which you follow the journey of Low and Alone, two best friends in search of a way out of the Nowhere. In 2 players online cooperation or solo with an A.I., work together to solve puzzles and survive in this nightmarish world.",371.0,3591,4258
2513280,SONIC X SHADOW GENERATIONS,"Oct 24, 2024",40,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;15:Stats;25:Steam Leaderboards;62:Family Sharing,True,False,False,Sonic Team,4,English*;French*;Italian*;German*;Spanish - Spain*;Japanese*;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Thai;Traditional Chinese*languages with full audio support,0,24.99,"Shadow the Hedgehog is back with Classic and Modern Sonic in SONIC X SHADOW GENERATIONS, an all-new collection featuring two unique experiences!",95.0,10176,295
2689930,"Detective Instinct: Farewell, My Beloved","Nov 26, 2025",15,2:Single-player;28:Full controller support;66:Color Alternatives;68:Custom Volume Controls;75:Keyboard Only Option;76:Mouse Only Option;74:Playable without Timed Input;69:Stereo Sound;62:Family Sharing,True,False,False,Armonica LLC,0,English;Japanese,0,16.99,"A woman vanishes without a trace on a cross-country train. The catch? Nobody on board remembers her ever existing in the first place - nobody, except for you. Uncover the story in this mystery adventure game!",33.0,21,1
2054970,Dragon's Dogma 2,"Mar 21, 2024",54,2:Single-player;22:Steam Achievements;29:Steam Trading Cards;18:Partial Controller Support;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,"CAPCOM Co., Ltd.",22,English*;French;Italian;German;Spanish - Spain;Arabic;Spanish - Latin America;Portuguese - Brazil;Russian;Simplified Chinese;Traditional Chinese;Japanese*;Korean;Polish*languages with full audio support,17,29.39,"Dragon’s Dogma 2 is a single player, narrative driven action-RPG that challenges the players to choose their own experience – from the appearance of their Arisen, their vocation, their party, how to approach different situations and more - in a truly immersive fantasy world.",1121.0,44607,27781
3180070,"No, I'm not a Human","Sep 15, 2025",49,2:Single-player;22:Steam Achievements;28:Full controller support;23:Steam Cloud;15:Stats;62:Family Sharing,True,False,False,Trioskaz,0,English;Russian;French;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Portuguese - Portugal;Simplified Chinese;Spanish - Latin America;Traditional Chinese,0,14.99,WARNING. Stay inside. Lock your doors. Close the blinds. Only let humans in. Eliminate all Visitors. An anxiety horror about paranoia in the End of Times.,347.0,15534,1425
2426960,Summoners War,"Jan 7, 2024",0,1:Multi-player;49:PvP;36:Online PvP;35:In-App Purchases;18:Partial Controller Support,True,False,False,Com2uS,0,English;French;Italian;German;Spanish - Spain;Arabic;Japanese;Korean;Russian;Simplified Chinese;Thai;Traditional Chinese;Turkish;Vietnamese;Indonesian;Portuguese - Brazil,0,0.0,"A global hit RPG that captured the Summoners all around the world! Jump into the Sky Arena, a world under battle over the vital resource: Mana Crystals. Design your own deck and strategy using 1,000 Monsters to claim victory. Go on an epic adventure with your Monsters!",4908.0,0,0
2385530,PGA TOUR 2K25,"Feb 27, 2025",35,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;37:Shared/Split Screen PvP;9:Co-op;38:Online Co-op;24:Shared/Split Screen;22:Steam Achievements;28:Full controller support;35:In-App Purchases;61:HDR available;62:Family Sharing,True,False,False,HB Studios,8,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Simplified Chinese;Traditional Chinese*languages with full audio support,0,44.99,"Take your best shot at glory in PGA TOUR 2K25! In a 2K-first, compete in three prestigious major tournaments. Personalize your game with expanded MyCAREER, MyPLAYER and Course Designer options. Challenge friends across ranked, casual, and cross-platform multiplayer.",493.0,1711,771
2670630,Supermarket Simulator,"Jun 19, 2025",15,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,True,False,Nokta Games,0,English;French;Italian;German;Spanish - Spain;Simplified Chinese;Portuguese - Brazil;Dutch;Japanese;Korean;Portuguese - Portugal;Russian;Turkish;Danish;Finnish;Polish;Hungarian;Romanian;Czech;Lithuanian,0,13.99,"Run your own supermarket! Stock shelves, set your prices, take payments, hire staff, expand your store, handle shoplifters, and design your layout. Purchase goods from online or local markets around town, and personally deliver online orders to your customers.",2425.0,66698,4643
1004640,FINAL FANTASY TACTICS - The Ivalice Chronicles,"Sep 30, 2025",50,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;68:Custom Volume Controls;78:Adjustable Difficulty;75:Keyboard Only Option;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;23:Steam Cloud;41:Remote Play on Phone;42:Remote Play on Tablet;62:Family Sharing,True,False,False,Square Enix,1,English*;French;German;Japanese**languages with full audio support,0,49.99,"Featuring fully voiced dialogue, beautifully enhanced graphics, and countless gameplay improvements, the genre-defining tactical RPG makes its long-awaited return.",694.0,3493,343
2840770,Avatar: Frontiers of Pandora™,"Jun 17, 2024",41,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;13:Captions available;35:In-App Purchases;18:Partial Controller Support;61:HDR available,True,False,False,Massive Entertainment – A Ubisoft Studio,6,English*;French*;Italian;German*;Spanish - Spain*;Arabic;Japanese;Korean;Polish;Portuguese - Brazil*;Russian;Simplified Chinese;Traditional Chinese*languages with full audio support,0,26.99,"Avatar: Frontiers of Pandora™ is a first-person, action-adventure game set in the Western Frontier. Reconnect with your lost heritage and discover what it truly means to be Na'vi as you join other clans to protect Pandora.",320.0,4083,1737
312520,Rain World,"Mar 28, 2017",47,2:Single-player;1:Multi-player;49:PvP;37:Shared/Split Screen PvP;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;30:Steam Workshop;68:Custom Volume Controls;78:Adjustable Difficulty;75:Keyboard Only Option;69:Stereo Sound;23:Steam Cloud;43:Remote Play on TV;44:Remote Play Together;62:Family Sharing,True,False,False,Videocult,5,English;Italian;Spanish - Spain;Portuguese - Brazil;French;German;Japanese;Korean;Russian;Simplified Chinese,0,11.24,"You are a nomadic slugcat, both predator and prey in a broken ecosystem. Grab your spear and brave the industrial wastes, hunting enough food to survive, but be wary— other, bigger creatures have the same plan... and slugcats look delicious.",481.0,35904,2046
1649240,Returnal™,"Feb 15, 2023",38,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;79:Save Anytime;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,False,False,Housemarque,0,English*;French*;Italian*;German*;Spanish - Spain*;Arabic*;Danish;Dutch;Finnish;Japanese*;Korean*;Norwegian;Polish*;Portuguese - Portugal*;Portuguese - Brazil*;Russian*;Simplified Chinese;Spanish - Latin America*;Swedish;Traditional Chinese;Thai;Vietnamese;Indonesian*languages with full audio support,13,23.99,BREAK THE CYCLE Fight to survive as this award-winning third-person shooter brings Selene’s story to PC. Take on roguelike challenges. Engage enemies in bullet hell-fuelled clashes. Share your journey through Returnal™ with another player.,202.0,4274,1007
1874880,Arma Reforger,"Nov 16, 2023",24,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;13:Captions available;23:Steam Cloud,True,False,False,Bohemia Interactive,2,English*;French;Italian;German;Czech;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Spanish - Spain;Ukrainian*languages with full audio support,17,39.99,"Engage in massive combined arms battles, create and curate combat missions in real time, and shape your experience with endless community mods. Deploy into the Cold War and experience the most authentic and immersive military sandbox ever created.",3984.0,28718,8029
367520,Hollow Knight,"Feb 24, 2017",63,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;41:Remote Play on Phone;42:Remote Play on Tablet;43:Remote Play on TV;62:Family Sharing,True,True,True,Team Cherry,2,English*;French*;German*;Spanish - Spain*;Korean*;Simplified Chinese*;Italian*;Portuguese - Brazil*;Russian*;Japanese**languages with full audio support,0,14.99,"Forge your own path in Hollow Knight! An epic action adventure through a vast ruined kingdom of insects and heroes. Explore twisting caverns, battle tainted creatures and befriend bizarre bugs, all in a classic, hand-drawn 2D style.",8000.0,434777,13438
4000,Garry's Mod,"Nov 29, 2006",29,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;47:LAN PvP;9:Co-op;38:Online Co-op;48:LAN Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;29:Steam Trading Cards;13:Captions available;30:Steam Workshop;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;23:Steam Cloud;8:Valve Anti-Cheat enabled;17:Includes level editor;16:Includes Source SDK;42:Remote Play on Tablet;62:Family Sharing,True,True,True,Facepunch Studios,0,English*;French;Italian;German;Spanish - Spain;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Japanese;Korean;Norwegian;Polish;Portuguese - Portugal;Portuguese - Brazil;Russian;Simplified Chinese;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian;Vietnamese;Croatian;Estonian;Hebrew;Lithuanian;Slovak*languages with full audio support,0,4.99,Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.,11383.0,997166,31659
2104890,RoadCraft,"May 20, 2025",44,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;67:Camera Comfort;68:Custom Volume Controls;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,False,False,Saber Interactive,4,English*;French;Italian;German;Spanish - Spain;Simplified Chinese;Traditional Chinese;Polish;Portuguese - Brazil;Russian;Czech;Korean;Arabic;Turkish;Japanese*languages with full audio support,0,27.99,"As the leader of a company specialized in restoring sites devastated by natural disasters, use your construction machinery to restart the local industry. Clear debris and faulty equipment, rebuild roads and bridges damaged by weather, and much more!",883.0,7879,2789
9900,Star Trek Online,"Jan 31, 2012",0,1:Multi-player;20:MMO;9:Co-op;28:Full controller support;35:In-App Purchases,True,False,False,Cryptic Studios,0,English*;French;German*languages with full audio support,0,0.0,"In Star Trek Online, the Star Trek universe appears for the first time on a truly massive scale. Players take the captain's chair as they command their own starship and crew. Explore strange new worlds, seek out new life and new civilizations, and boldly go where no one has gone before.",610.0,708,219
1966720,Lethal Company,"Oct 23, 2023",0,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;68:Custom Volume Controls;69:Stereo Sound;18:Partial Controller Support;62:Family Sharing,True,False,False,Zeekerss,0,English**languages with full audio support,0,9.99,A co-op horror about scavenging at abandoned moons to sell scrap to the Company.,2073.0,389416,11474
2707930,Palia,"Mar 25, 2024",52,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;35:In-App Purchases;18:Partial Controller Support,True,False,False,Singularity 6 Corporation,3,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Simplified Chinese;Traditional Chinese*languages with full audio support,0,0.0,"Discover a welcoming world in Palia, a free-to-play fantasy life sim adventure where you can craft, explore, and create the life and home of your dreams. With nearly endless ways to make Palia your home, you’ll find relaxation and joy in every corner of this vibrant, heartwarming world.",3716.0,31,1
524220,NieR:Automata™,"Mar 17, 2017",47,2:Single-player;22:Steam Achievements;29:Steam Trading Cards;18:Partial Controller Support;23:Steam Cloud;41:Remote Play on Phone;42:Remote Play on Tablet;62:Family Sharing,True,False,False,Square Enix,7,English*;French;Italian;German;Spanish - Spain;Japanese**languages with full audio support,0,15.99,"NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.",636.0,95874,12796
2879840,Escape Simulator 2,"Oct 27, 2025",26,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;13:Captions available;51:Steam Workshop;30:Steam Workshop;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;17:Includes level editor;43:Remote Play on TV;62:Family Sharing,True,True,False,Pine Studio,1,English*;French;German;Spanish - Spain;Japanese;Korean;Portuguese - Portugal;Simplified Chinese;Spanish - Latin America;Traditional Chinese;Polish;Russian;Italian;Turkish;Portuguese - Brazil*languages with full audio support,0,19.99,"Sequel to the best-selling escape room game, brings a fresh take on first-person puzzles with a variety of new rooms to explore solo or with friends. Solve intricate puzzles, uncover hidden secrets, or craft your own escape rooms with Room Editor 2.0.",485.0,1823,143
1476970,IdleOn,"Nov 6, 2025",276,2:Single-player;1:Multi-player;20:MMO;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;35:In-App Purchases,True,False,False,Lavaflame2,0,English*;French*;German*;Japanese*;Korean*;Simplified Chinese**languages with full audio support,0,0.0,"The management RPG where your heroes keep fighting even when you're gone! Spend their loot on upgrades, unlock classes from Elemental Wizard to Cannon Pirate, and level up 19 unique skills like Farming, Sailing, and even Construction!",13476.0,0,0
2688950,Planet Coaster 2,"Nov 6, 2024",36,2:Single-player;1:Multi-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Frontier Developments,5,English*;French*;Italian;German*;Spanish - Spain*;Czech;Dutch;Japanese*;Korean*;Polish;Portuguese - Brazil;Simplified Chinese*;Traditional Chinese*languages with full audio support,0,35.74,"Build and customise thrilling roller coasters and incredible water slides, manage the ultimate theme park experience, and share your epic creations. Are you ready to ride the wave? ",650.0,7247,3007
